,Movie_Title,Storyline
1288,1289. The Sabarmati Report,"As the Thai boy band Mars bids farewell, videographer Po bonds with lead singer Thame, who confides his plans to pursue a solo career in South Korea, leaving his bandmates behind."
1289,1290. The Program,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom."
1290,1291. Stelios,"A woman's online courtship takes an unsettling turn when her romantic interest harbors a dark secret and sinister motives, leading to a harrowing ordeal."
1291,1292. El Jockey,An American cycling team trains at a remote European lodge. Teammates start dying mysteriously. Rivals Connor and Greg battle to survive and uncover the cause behind the team's demise.
1292,1293. El mal invisible,"Under roaring fighter jets, Ukrainian artists Slava, Anya, and Andrey choose to stay behind. Defiantly finding beauty amid destruction, they show that although it's easy to make people afraid, it's hard to destroy their passion for living."
1293,1294. Thame - Po Heart That Skips a Beat,"A young woman's struggle to defend her indigenous heritage in a world where xenophobia is on the rise, climate change is threatening reindeer herding, and young people choose suicide in the face of collective desperation."
1294,1295. El 47,"The journey of 26 plundered royal treasures from the Kingdom of Dahomey exhibited in Paris, now being returned to Benin. Diop artistically voices a new generation's demands."
1295,1296. Sweet Bobby: My Catfish Nightmare,"Tanya Kach, 14, has been feeling isolated and lonely. Her school's security guard, Tom Hose, befriends her and manages to lure her to his home and hold her captive for over a decade."
1296,1297. Trapped Inn,"Harley Quinn, The Joker, and the Suicide Squad cause havoc in ISEKAI*, an all-new original anime series from Warner Bros. Japan and WIT Studio. *ISEKAI(異世界): Term for ""another world"" in Japanese."
1297,1298. Porcelain War,"In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold."
1298,1299. Stolen,"Murshid Pathan, a former gangster in exile, is compelled to resurface when his friend-turned-foe, Farid, forces him to take up arms once again."
1299,1300. Dahomey,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them."
1300,1301. The Girl Locked Upstairs: The Tanya Kach Story,"When the owner of the diner where Aurora Teagarden works is suddenly killed, her new boyfriend becomes the primary suspect."
1301,1302. Suicide Squad Isekai,"Lost 16mm reels documenting Tom Petty and the Heartbreakers' 1982-1983 'Long After Dark' album cycle, including footage originally aired on MTV in 1983."
1302,1303. Golden Kamuy,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge."
1303,1304. Murshid,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police."
1304,1305. Mononoke the Movie: The Phantom in the Rain,"When a terror female boss was blackmailed by her assistant, she has no choice but to obey and play with her."
1305,1306. Aurora Teagarden Mysteries: Death at the Diner,A hearing-impaired woman and a motorbike delivery man find connection despite communication barriers. They use metaphors of persevering water birds and trees to represent overcoming obstacles in romance and leading to further commitment.
1306,1307. Tom Petty: Heartbreakers Beach Party,Valentina is a young pianist starting over. Her neighbor David is an inventor who hates noise. And a paper-thin wall is about to become their matchmaker.
1307,1308. Gone Running,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens."
1308,1309. Crescent City,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico."
1309,1310. Boss Ma'am,"Matthias masters impersonating roles for hire: cultured boyfriend, perfect son, sparring partner. Professionally adept at pretending daily, his true challenge lies in being himself."
1310,1311. Hear Me: Our Summer,"The downfall of Los Angeles Clippers owner Donald Sterling, amid the team's drive to win a championship under coach Doc Rivers."
1311,"1312. Love, Divided","It is the 3rd setting of the bright orange orb in the sky. Ogg, the leader of a wildly band of prehistoric people have chosen Nila to be sacrificed in order to appease sky Gods."
1312,1313. Hidden Face,"In a quake-torn Kaikoura town, best friends' lives spiral downwards when a surrogacy pact disintegrates, revealing dark secrets and strained loyalties amid a calamitous backdrop."
1313,1314. Agent Recon,"A new wife Rita, who finds herself alone when husband Ariel works abroad. They both find sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?"
1314,1315. Peacock,Posing as a poor student dating a prince leads to shocking truths uncovering her royal identity amidst secrets and a crime syndicate.
1315,1316. Clipped,"Wynne, who is suffering PTSD from the death of her fiancé, starts seeing disturbing images on her cell phone about her future. If she doesn't figure them out in time, she will die."
1316,1317. One Million Babes BC,"Music video for the 2024 single ""360"" by Charli XCX. Charli meets with her dancers who are looking for a hot new internet girl. Charli then heads off to perform the song in various locations, like a hospital hallway and a crash site."
1317,1318. Friends Like Her,Sanjay Leela Bhansali brings his majestic signature flair to stories of love and betrayal in the lives of courtesans in pre-independence India.
1318,1319. Rita,"Psychology professor and writer Eun Soo Hyun's world shatters when her son suffers an unpunished injustice. Seeking vengeance, she unexpectedly discovers solace helping others embroiled in comparable cryptic cases."
1319,1320. Crush on the Unwanted Princess,"This is the story of Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii."
1320,1321. Cellphone,"When Hinsdale University cheerleaders Britney, Ashley, and Jasmine face eviction, they enlist the help of a nerdy, yet hunky, classmate to launch their own adult site to raise rent money."
